Indicator,Economy,Year,Value
Population Density,Malaysia,2017,96.74
Population Density,Malaysia,2018,97.94
Population Density,Malaysia,2019,98.32
Population Density,Malaysia,2020,98.1
Population Density,Malaysia,2021,99.0
Population Density,Malaysia,2022,98.7
Population Density,Malaysia,2023,101.0
Population Density,Malaysia,2024,103.0
Population Density,Malaysia,2025,0.0
Population Density,Myanmar,2016,78.83
Population Density,Myanmar,2017,79.44
Population Density,Myanmar,2018,80.01
Population Density,Myanmar,2019,80.58
Population Density,Myanmar,2020,81.15
Population Density,Myanmar,2021,81.72
Population Density,Myanmar,2022,82.29
Population Density,Myanmar,2023,82.86
Population Density,Myanmar,2024,83.42
Population Density,Myanmar,2025,0.0
Population Density,Philippines,2016,341.77
Population Density,Philippines,2017,347.23
Population Density,Philippines,2018,352.52
Population Density,Philippines,2019,357.67
Population Density,Philippines,2020,362.67
Population Density,Philippines,2021,367.33
Population Density,Philippines,2022,371.91
Population Density,Philippines,2023,376.31
Population Density,Philippines,2024,376.0
Population Density,Philippines,2025,0.0
Population Density,Singapore,2016,7797.0
Population Density,Singapore,2017,7796.0
Population Density,Singapore,2018,7804.0
Population Density,Singapore,2019,7866.0
Population Density,Singapore,2020,7810.0
Population Density,Singapore,2021,7485.0
Population Density,Singapore,2022,7688.0
Population Density,Singapore,2023,8058.0
Population Density,Singapore,2024,8207.0
Population Density,Singapore,2025,0.0
Population Density,Thailand,2016,133.0
Population Density,Thailand,2017,134.25
Population Density,Thailand,2018,134.68
Population Density,Thailand,2019,135.09
Population Density,Thailand,2020,135.46
Population Density,Thailand,2021,135.81
Population Density,Thailand,2022,136.13
Population Density,Thailand,2023,136.5
Population Density,Thailand,2024,136.84
Population Density,Thailand,2025,0.0
Population Density,Timor-Leste,2016,81.91
Population Density,Timor-Leste,2017,83.16
Population Density,Timor-Leste,2018,84.4
Population Density,Timor-Leste,2019,85.65
Population Density,Timor-Leste,2020,86.96
Population Density,Timor-Leste,2021,88.36
Population Density,Timor-Leste,2022,89.66
Population Density,Timor-Leste,2023,91.01
Population Density,Timor-Leste,2024,93.69
Population Density,Timor-Leste,2025,0.0
Population Density,Viet Nam,2016,281.53
Population Density,Viet Nam,2017,284.65
Population Density,Viet Nam,2018,287.97
Population Density,Viet Nam,2019,290.83
Population Density,Viet Nam,2020,295.0
Population Density,Viet Nam,2021,297.39
Population Density,Viet Nam,2022,300.0
Population Density,Viet Nam,2023,302.75
Population Density,Viet Nam,2024,305.86
Population Density,Viet Nam,2025,0.0
Temperature Change,Brunei Darussalam,2016,1.54
Temperature Change,Brunei Darussalam,2017,1.16
Temperature Change,Brunei Darussalam,2018,1.08
Temperature Change,Brunei Darussalam,2019,1.38
Temperature Change,Brunei Darussalam,2020,1.38
Temperature Change,Brunei Darussalam,2021,1.07
Temperature Change,Brunei Darussalam,2022,1.08
Temperature Change,Brunei Darussalam,2023,1.16
Temperature Change,Brunei Darussalam,2024,1.59
Temperature Change,Brunei Darussalam,2025,0.0
Temperature Change,Cambodia,2016,1.4
Temperature Change,Cambodia,2017,1.07
Temperature Change,Cambodia,2018,0.79
Temperature Change,Cambodia,2019,1.55
Temperature Change,Cambodia,2020,1.42
Temperature Change,Cambodia,2021,0.92
Temperature Change,Cambodia,2022,0.97
Temperature Change,Cambodia,2023,1.38
Temperature Change,Cambodia,2024,2.06
Temperature Change,Cambodia,2025,0.0
Temperature Change,Indonesia,2016,1.41
Temperature Change,Indonesia,2017,0.96
Temperature Change,Indonesia,2018,0.88
Temperature Change,Indonesia,2019,1.04
Temperature Change,Indonesia,2020,1.23
Temperature Change,Indonesia,2021,1.02
Temperature Change,Indonesia,2022,0.97
Temperature Change,Indonesia,2023,1.1
Temperature Change,Indonesia,2024,1.47
Temperature Change,Indonesia,2025,0.0
Temperature Change,Lao People's Democratic Republic,2016,1.26
Temperature Change,Lao People's Democratic Republic,2017,1.04
Temperature Change,Lao People's Democratic Republic,2018,0.75
Temperature Change,Lao People's Democratic Republic,2019,1.98
Temperature Change,Lao People's Democratic Republic,2020,1.53
Temperature Change,Lao People's Democratic Republic,2021,1.08
Temperature Change,Lao People's Democratic Republic,2022,0.9
Temperature Change,Lao People's Democratic Republic,2023,1.5
Temperature Change,Lao People's Democratic Republic,2024,2.03
Temperature Change,Lao People's Democratic Republic,2025,0.0
Temperature Change,Malaysia,2016,1.56
Temperature Change,Malaysia,2017,1.09
Temperature Change,Malaysia,2018,1.13
Temperature Change,Malaysia,2019,1.42
Temperature Change,Malaysia,2020,1.36
Temperature Change,Malaysia,2021,1.18
Temperature Change,Malaysia,2022,1.09
Temperature Change,Malaysia,2023,1.22
Temperature Change,Malaysia,2024,1.61
Temperature Change,Malaysia,2025,0.0
Temperature Change,Myanmar,2016,1.35
Temperature Change,Myanmar,2017,1.25
Temperature Change,Myanmar,2018,0.96
Temperature Change,Myanmar,2019,1.63
Temperature Change,Myanmar,2020,1.59
Temperature Change,Myanmar,2021,1.64
Temperature Change,Myanmar,2022,1.35
Temperature Change,Myanmar,2023,1.74
Temperature Change,Myanmar,2024,1.96
Temperature Change,Myanmar,2025,0.0
Temperature Change,Philippines,2016,1.57
Temperature Change,Philippines,2017,1.19
Temperature Change,Philippines,2018,1.23
Temperature Change,Philippines,2019,1.3
Temperature Change,Philippines,2020,1.45
Temperature Change,Philippines,2021,1.31
Temperature Change,Philippines,2022,1.27
Temperature Change,Philippines,2023,1.44
Temperature Change,Philippines,2024,1.54
Temperature Change,Philippines,2025,0.0
Temperature Change,Singapore,2016,1.4
Temperature Change,Singapore,2017,0.76
Temperature Change,Singapore,2018,1.03
Temperature Change,Singapore,2019,1.6
Temperature Change,Singapore,2020,1.02
Temperature Change,Singapore,2021,1.24
Temperature Change,Singapore,2022,0.98
Temperature Change,Singapore,2023,1.29
Temperature Change,Singapore,2024,1.63
Temperature Change,Singapore,2025,0.0
Temperature Change,Thailand,2016,1.43
Temperature Change,Thailand,2017,1.01
Temperature Change,Thailand,2018,0.77
Temperature Change,Thailand,2019,1.67
Temperature Change,Thailand,2020,1.45
Temperature Change,Thailand,2021,0.98
Temperature Change,Thailand,2022,0.87
Temperature Change,Thailand,2023,1.39
Temperature Change,Thailand,2024,1.98
Temperature Change,Thailand,2025,0.0
Temperature Change,Timor-Leste,2016,1.5
Temperature Change,Timor-Leste,2017,0.82
Temperature Change,Timor-Leste,2018,0.39
Temperature Change,Timor-Leste,2019,0.52
Temperature Change,Timor-Leste,2020,1.36
Temperature Change,Timor-Leste,2021,0.77
Temperature Change,Timor-Leste,2022,0.62
Temperature Change,Timor-Leste,2023,0.3
Temperature Change,Timor-Leste,2024,1.11
Temperature Change,Timor-Leste,2025,0.0
Temperature Change,Viet Nam,2016,1.22
Temperature Change,Viet Nam,2017,1.19
Temperature Change,Viet Nam,2018,0.88
Temperature Change,Viet Nam,2019,1.86
Temperature Change,Viet Nam,2020,1.58
Temperature Change,Viet Nam,2021,1.2
Temperature Change,Viet Nam,2022,1.12
Temperature Change,Viet Nam,2023,1.52
Temperature Change,Viet Nam,2024,2.04
Temperature Change,Viet Nam,2025,0.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2016,10232100.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2017,10229500.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2018,10457900.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2019,10126700.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2020,12574000.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2021,12332300.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2022,11887300.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2023,12157900.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2024,0.0
Total Greenhouse Gas Emissions,Brunei Darussalam,2025,0.0
Total Greenhouse Gas Emissions,Cambodia,2016,39489800.0
Total Greenhouse Gas Emissions,Cambodia,2017,41401700.0
Total Greenhouse Gas Emissions,Cambodia,2018,42257900.0
Total Greenhouse Gas Emissions,Cambodia,2019,45772200.0
Total Greenhouse Gas Emissions,Cambodia,2020,46509400.0
Total Greenhouse Gas Emissions,Cambodia,2021,48160900.0
Total Greenhouse Gas Emissions,Cambodia,2022,47599100.0
Total Greenhouse Gas Emissions,Cambodia,2023,48774800.0
Total Greenhouse Gas Emissions,Cambodia,2024,0.0
Total Greenhouse Gas Emissions,Cambodia,2025,0.0
Total Greenhouse Gas Emissions,Indonesia,2016,902771400.0
Total Greenhouse Gas Emissions,Indonesia,2017,957373100.0
Total Greenhouse Gas Emissions,Indonesia,2018,1055339000.0
Total Greenhouse Gas Emissions,Indonesia,2019,1108777700.0
Total Greenhouse Gas Emissions,Indonesia,2020,1050339200.0
Total Greenhouse Gas Emissions,Indonesia,2021,1077077800.0
Total Greenhouse Gas Emissions,Indonesia,2022,1152726000.0
Total Greenhouse Gas Emissions,Indonesia,2023,1200199800.0
Total Greenhouse Gas Emissions,Indonesia,2024,0.0
Total Greenhouse Gas Emissions,Indonesia,2025,0.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2016,30062200.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2017,33416700.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2018,33976900.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2019,33695400.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2020,34479200.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2021,38793800.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2022,40075000.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2023,42056200.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2024,0.0
Total Greenhouse Gas Emissions,Lao People's Democratic Republic,2025,0.0
Total Greenhouse Gas Emissions,Malaysia,2016,292446300.0
Total Greenhouse Gas Emissions,Malaysia,2017,280582400.0
Total Greenhouse Gas Emissions,Malaysia,2018,297037800.0
Total Greenhouse Gas Emissions,Malaysia,2019,297886800.0
Total Greenhouse Gas Emissions,Malaysia,2020,294666400.0
Total Greenhouse Gas Emissions,Malaysia,2021,299786500.0
Total Greenhouse Gas Emissions,Malaysia,2022,315788500.0
Total Greenhouse Gas Emissions,Malaysia,2023,325405800.0
Total Greenhouse Gas Emissions,Malaysia,2024,0.0
Total Greenhouse Gas Emissions,Malaysia,2025,0.0
Total Greenhouse Gas Emissions,Myanmar,2016,127360100.0
Total Greenhouse Gas Emissions,Myanmar,2017,143381700.0
Total Greenhouse Gas Emissions,Myanmar,2018,119652200.0
Total Greenhouse Gas Emissions,Myanmar,2019,119785900.0
Total Greenhouse Gas Emissions,Myanmar,2020,121139500.0
Total Greenhouse Gas Emissions,Myanmar,2021,119210100.0
Total Greenhouse Gas Emissions,Myanmar,2022,118337600.0
Total Greenhouse Gas Emissions,Myanmar,2023,115077300.0
Total Greenhouse Gas Emissions,Myanmar,2024,0.0
Total Greenhouse Gas Emissions,Myanmar,2025,0.0
Total Greenhouse Gas Emissions,Philippines,2016,207981800.0
Total Greenhouse Gas Emissions,Philippines,2017,226178700.0
Total Greenhouse Gas Emissions,Philippines,2018,232333500.0
Total Greenhouse Gas Emissions,Philippines,2019,240153700.0
Total Greenhouse Gas Emissions,Philippines,2020,229349800.0
Total Greenhouse Gas Emissions,Philippines,2021,240411700.0
Total Greenhouse Gas Emissions,Philippines,2022,244525800.0
Total Greenhouse Gas Emissions,Philippines,2023,256147200.0
Total Greenhouse Gas Emissions,Philippines,2024,0.0
Total Greenhouse Gas Emissions,Philippines,2025,0.0
Total Greenhouse Gas Emissions,Singapore,2016,63880900.0
Total Greenhouse Gas Emissions,Singapore,2017,69103000.0
Total Greenhouse Gas Emissions,Singapore,2018,67090400.0
Total Greenhouse Gas Emissions,Singapore,2019,69581500.0
Total Greenhouse Gas Emissions,Singapore,2020,68069500.0
Total Greenhouse Gas Emissions,Singapore,2021,70868400.0
Total Greenhouse Gas Emissions,Singapore,2022,71847000.0
Total Greenhouse Gas Emissions,Singapore,2023,74290100.0
Total Greenhouse Gas Emissions,Singapore,2024,0.0
Total Greenhouse Gas Emissions,Singapore,2025,0.0
Total Greenhouse Gas Emissions,Thailand,2016,430439800.0
Total Greenhouse Gas Emissions,Thailand,2017,433406500.0
Total Greenhouse Gas Emissions,Thailand,2018,430796200.0
Total Greenhouse Gas Emissions,Thailand,2019,436574700.0
Total Greenhouse Gas Emissions,Thailand,2020,433721200.0
Total Greenhouse Gas Emissions,Thailand,2021,429462900.0
Total Greenhouse Gas Emissions,Thailand,2022,442492300.0
Total Greenhouse Gas Emissions,Thailand,2023,440783000.0
Total Greenhouse Gas Emissions,Thailand,2024,0.0
Total Greenhouse Gas Emissions,Thailand,2025,0.0
Total Greenhouse Gas Emissions,Timor-Leste,2016,2042500.0
Total Greenhouse Gas Emissions,Timor-Leste,2017,2000400.0
Total Greenhouse Gas Emissions,Timor-Leste,2018,1912600.0
Total Greenhouse Gas Emissions,Timor-Leste,2019,2075500.0
Total Greenhouse Gas Emissions,Timor-Leste,2020,1913700.0
Total Greenhouse Gas Emissions,Timor-Leste,2021,1916100.0
Total Greenhouse Gas Emissions,Timor-Leste,2022,2015400.0
Total Greenhouse Gas Emissions,Timor-Leste,2023,2007200.0
Total Greenhouse Gas Emissions,Timor-Leste,2024,0.0
Total Greenhouse Gas Emissions,Timor-Leste,2025,0.0
Total Greenhouse Gas Emissions,Viet Nam,2016,366588800.0
Total Greenhouse Gas Emissions,Viet Nam,2017,373285700.0
Total Greenhouse Gas Emissions,Viet Nam,2018,430684400.0
Total Greenhouse Gas Emissions,Viet Nam,2019,486618000.0
Total Greenhouse Gas Emissions,Viet Nam,2020,497416800.0
Total Greenhouse Gas Emissions,Viet Nam,2021,490552500.0
Total Greenhouse Gas Emissions,Viet Nam,2022,473629900.0
Total Greenhouse Gas Emissions,Viet Nam,2023,524133500.0
Total Greenhouse Gas Emissions,Viet Nam,2024,0.0
Total Greenhouse Gas Emissions,Viet Nam,2025,0.0
Urban Fine Particulate Matter Levels,Brunei Darussalam,2016,7.78
Urban Fine Particulate Matter Levels,Brunei Darussalam,2017,6.89
Urban Fine Particulate Matter Levels,Brunei Darussalam,2018,6.59
Urban Fine Particulate Matter Levels,Brunei Darussalam,2019,6.76
Urban Fine Particulate Matter Levels,Brunei Darussalam,2020,0.0
Urban Fine Particulate Matter Levels,Brunei Darussalam,2021,0.0
Urban Fine Particulate Matter Levels,Brunei Darussalam,2022,0.0
Urban Fine Particulate Matter Levels,Brunei Darussalam,2023,0.0
Urban Fine Particulate Matter Levels,Brunei Darussalam,2024,0.0
Urban Fine Particulate Matter Levels,Brunei Darussalam,2025,0.0
Urban Fine Particulate Matter Levels,Cambodia,2016,19.71
Urban Fine Particulate Matter Levels,Cambodia,2017,17.4
Urban Fine Particulate Matter Levels,Cambodia,2018,17.73
Urban Fine Particulate Matter Levels,Cambodia,2019,18.35
Urban Fine Particulate Matter Levels,Cambodia,2020,0.0
Urban Fine Particulate Matter Levels,Cambodia,2021,0.0
Urban Fine Particulate Matter Levels,Cambodia,2022,0.0
Urban Fine Particulate Matter Levels,Cambodia,2023,0.0
Urban Fine Particulate Matter Levels,Cambodia,2024,0.0
Urban Fine Particulate Matter Levels,Cambodia,2025,0.0
Urban Fine Particulate Matter Levels,Indonesia,2016,21.71
Urban Fine Particulate Matter Levels,Indonesia,2017,19.1
Urban Fine Particulate Matter Levels,Indonesia,2018,19.11
Urban Fine Particulate Matter Levels,Indonesia,2019,19.93
Urban Fine Particulate Matter Levels,Indonesia,2020,0.0
Urban Fine Particulate Matter Levels,Indonesia,2021,0.0
Urban Fine Particulate Matter Levels,Indonesia,2022,0.0
Urban Fine Particulate Matter Levels,Indonesia,2023,0.0
Urban Fine Particulate Matter Levels,Indonesia,2024,0.0
Urban Fine Particulate Matter Levels,Indonesia,2025,0.0
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2016,26.23
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2017,22.64
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2018,22.74
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2019,24.19
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2020,0.0
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2021,0.0
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2022,0.0
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2023,0.0
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2024,0.0
Urban Fine Particulate Matter Levels,Lao People's Democratic Republic,2025,0.0
Urban Fine Particulate Matter Levels,Malaysia,2016,25.27
Urban Fine Particulate Matter Levels,Malaysia,2017,22.49
Urban Fine Particulate Matter Levels,Malaysia,2018,22.61
Urban Fine Particulate Matter Levels,Malaysia,2019,23.74
Urban Fine Particulate Matter Levels,Malaysia,2020,0.0
Urban Fine Particulate Matter Levels,Malaysia,2021,0.0
Urban Fine Particulate Matter Levels,Malaysia,2022,0.0
Urban Fine Particulate Matter Levels,Malaysia,2023,0.0
Urban Fine Particulate Matter Levels,Malaysia,2024,0.0
Urban Fine Particulate Matter Levels,Malaysia,2025,0.0
Urban Fine Particulate Matter Levels,Myanmar,2016,29.86
Urban Fine Particulate Matter Levels,Myanmar,2017,26.56
Urban Fine Particulate Matter Levels,Myanmar,2018,26.67
Urban Fine Particulate Matter Levels,Myanmar,2019,27.75
Urban Fine Particulate Matter Levels,Myanmar,2020,0.0
Urban Fine Particulate Matter Levels,Myanmar,2021,0.0
Urban Fine Particulate Matter Levels,Myanmar,2022,0.0
Urban Fine Particulate Matter Levels,Myanmar,2023,0.0
Urban Fine Particulate Matter Levels,Myanmar,2024,0.0
Urban Fine Particulate Matter Levels,Myanmar,2025,0.0
Urban Fine Particulate Matter Levels,Philippines,2016,25.84
Urban Fine Particulate Matter Levels,Philippines,2017,23.38
Urban Fine Particulate Matter Levels,Philippines,2018,23.17
Urban Fine Particulate Matter Levels,Philippines,2019,24.2
Urban Fine Particulate Matter Levels,Philippines,2020,0.0
Urban Fine Particulate Matter Levels,Philippines,2021,0.0
Urban Fine Particulate Matter Levels,Philippines,2022,0.0
Urban Fine Particulate Matter Levels,Philippines,2023,0.0
Urban Fine Particulate Matter Levels,Philippines,2024,0.0
Urban Fine Particulate Matter Levels,Philippines,2025,0.0
Urban Fine Particulate Matter Levels,Singapore,2016,15.48
Urban Fine Particulate Matter Levels,Singapore,2017,14.23
Urban Fine Particulate Matter Levels,Singapore,2018,13.12
Urban Fine Particulate Matter Levels,Singapore,2019,13.33
Urban Fine Particulate Matter Levels,Singapore,2020,0.0
Urban Fine Particulate Matter Levels,Singapore,2021,0.0
Urban Fine Particulate Matter Levels,Singapore,2022,0.0
Urban Fine Particulate Matter Levels,Singapore,2023,0.0
Urban Fine Particulate Matter Levels,Singapore,2024,0.0
Urban Fine Particulate Matter Levels,Singapore,2025,0.0
Urban Fine Particulate Matter Levels,Thailand,2016,27.2
Urban Fine Particulate Matter Levels,Thailand,2017,24.41
Urban Fine Particulate Matter Levels,Thailand,2018,24.55
Urban Fine Particulate Matter Levels,Thailand,2019,25.48
Urban Fine Particulate Matter Levels,Thailand,2020,0.0
Urban Fine Particulate Matter Levels,Thailand,2021,0.0
Urban Fine Particulate Matter Levels,Thailand,2022,0.0
Urban Fine Particulate Matter Levels,Thailand,2023,0.0
Urban Fine Particulate Matter Levels,Thailand,2024,0.0
Urban Fine Particulate Matter Levels,Thailand,2025,0.0
Urban Fine Particulate Matter Levels,Timor-Leste,2016,22.5
Urban Fine Particulate Matter Levels,Timor-Leste,2017,20.76
Urban Fine Particulate Matter Levels,Timor-Leste,2018,20.94
Urban Fine Particulate Matter Levels,Timor-Leste,2019,21.77
Urban Fine Particulate Matter Levels,Timor-Leste,2020,0.0
Urban Fine Particulate Matter Levels,Timor-Leste,2021,0.0
Urban Fine Particulate Matter Levels,Timor-Leste,2022,0.0
Urban Fine Particulate Matter Levels,Timor-Leste,2023,0.0
Urban Fine Particulate Matter Levels,Timor-Leste,2024,0.0
Urban Fine Particulate Matter Levels,Timor-Leste,2025,0.0
Urban Fine Particulate Matter Levels,Viet Nam,2016,23.64
Urban Fine Particulate Matter Levels,Viet Nam,2017,21.29
Urban Fine Particulate Matter Levels,Viet Nam,2018,21.28
Urban Fine Particulate Matter Levels,Viet Nam,2019,22.12
Urban Fine Particulate Matter Levels,Viet Nam,2020,0.0
Urban Fine Particulate Matter Levels,Viet Nam,2021,0.0
Urban Fine Particulate Matter Levels,Viet Nam,2022,0.0
Urban Fine Particulate Matter Levels,Viet Nam,2023,0.0
Urban Fine Particulate Matter Levels,Viet Nam,2024,0.0
Urban Fine Particulate Matter Levels,Viet Nam,2025,0.0
Urban Population,Brunei Darussalam,2016,76.99
Urban Population,Brunei Darussalam,2017,77.31
Urban Population,Brunei Darussalam,2018,77.63
Urban Population,Brunei Darussalam,2019,77.94
Urban Population,Brunei Darussalam,2020,78.25
Urban Population,Brunei Darussalam,2021,78.55
Urban Population,Brunei Darussalam,2022,78.85
Urban Population,Brunei Darussalam,2023,79.15
Urban Population,Brunei Darussalam,2024,79.44
Urban Population,Brunei Darussalam,2025,0.0
Urban Population,Cambodia,2016,22.58
Urban Population,Cambodia,2017,22.98
Urban Population,Cambodia,2018,23.39
Urban Population,Cambodia,2019,23.8
Urban Population,Cambodia,2020,24.23
Urban Population,Cambodia,2021,24.67
Urban Population,Cambodia,2022,25.11
Urban Population,Cambodia,2023,25.57
Urban Population,Cambodia,2024,26.04
Urban Population,Cambodia,2025,0.0
Urban Population,Indonesia,2016,53.99
Urban Population,Indonesia,2017,54.66
Urban Population,Indonesia,2018,55.32
Urban Population,Indonesia,2019,55.99
Urban Population,Indonesia,2020,56.64
Urban Population,Indonesia,2021,57.29
Urban Population,Indonesia,2022,57.93
Urban Population,Indonesia,2023,58.57
Urban Population,Indonesia,2024,59.2
Urban Population,Indonesia,2025,0.0
Urban Population,Lao People's Democratic Republic,2016,33.74
Urban Population,Lao People's Democratic Republic,2017,34.37
Urban Population,Lao People's Democratic Republic,2018,35.0
Urban Population,Lao People's Democratic Republic,2019,35.65
Urban Population,Lao People's Democratic Republic,2020,36.29
Urban Population,Lao People's Democratic Republic,2021,36.94
Urban Population,Lao People's Democratic Republic,2022,37.59
Urban Population,Lao People's Democratic Republic,2023,38.25
Urban Population,Lao People's Democratic Republic,2024,38.91
Urban Population,Lao People's Democratic Republic,2025,0.0
Urban Population,Malaysia,2016,74.8
Urban Population,Malaysia,2017,75.2
Urban Population,Malaysia,2018,75.6
Urban Population,Malaysia,2019,76.2
Urban Population,Malaysia,2020,75.1
Urban Population,Malaysia,2021,75.3
Urban Population,Malaysia,2022,75.5
Urban Population,Malaysia,2023,75.7
Urban Population,Malaysia,2024,76.0
Urban Population,Malaysia,2025,0.0
Urban Population,Myanmar,2016,30.08
Urban Population,Myanmar,2017,30.32
Urban Population,Myanmar,2018,30.58
Urban Population,Myanmar,2019,30.85
Urban Population,Myanmar,2020,31.14
Urban Population,Myanmar,2021,31.45
Urban Population,Myanmar,2022,31.77
Urban Population,Myanmar,2023,32.11
Urban Population,Myanmar,2024,32.47
Urban Population,Myanmar,2025,0.0
Urban Population,Philippines,2016,46.5
Urban Population,Philippines,2017,46.7
Urban Population,Philippines,2018,46.9
Urban Population,Philippines,2019,47.1
Urban Population,Philippines,2020,47.4
Urban Population,Philippines,2021,47.7
Urban Population,Philippines,2022,48.0
Urban Population,Philippines,2023,48.3
Urban Population,Philippines,2024,48.61
Urban Population,Philippines,2025,0.0
Urban Population,Singapore,2016,100.0
Urban Population,Singapore,2017,100.0
Urban Population,Singapore,2018,100.0
Urban Population,Singapore,2019,100.0
Urban Population,Singapore,2020,100.0
Urban Population,Singapore,2021,100.0
Urban Population,Singapore,2022,100.0
Urban Population,Singapore,2023,100.0
Urban Population,Singapore,2024,100.0
Urban Population,Singapore,2025,0.0
Urban Population,Thailand,2016,49.97
Urban Population,Thailand,2017,50.99
Urban Population,Thailand,2018,52.29
Urban Population,Thailand,2019,53.55
Urban Population,Thailand,2020,54.79
Urban Population,Thailand,2021,55.98
Urban Population,Thailand,2022,57.14
Urban Population,Thailand,2023,58.22
Urban Population,Thailand,2024,59.25
Urban Population,Thailand,2025,0.0
Urban Population,Timor-Leste,2016,29.8
Urban Population,Timor-Leste,2017,30.2
Urban Population,Timor-Leste,2018,30.6
Urban Population,Timor-Leste,2019,30.9
Urban Population,Timor-Leste,2020,31.3
Urban Population,Timor-Leste,2021,31.7
Urban Population,Timor-Leste,2022,32.1
Urban Population,Timor-Leste,2023,32.5
Urban Population,Timor-Leste,2024,32.84
Urban Population,Timor-Leste,2025,0.0
Urban Population,Viet Nam,2016,33.67
Urban Population,Viet Nam,2017,33.86
Urban Population,Viet Nam,2018,34.22
Urban Population,Viet Nam,2019,35.05
Urban Population,Viet Nam,2020,36.82
Urban Population,Viet Nam,2021,37.12
Urban Population,Viet Nam,2022,37.5
Urban Population,Viet Nam,2023,38.1
Urban Population,Viet Nam,2024,38.46
Urban Population,Viet Nam,2025,0.0
